VOIE_ID;Arrondissement;Libellé voie long;type voie court;dénomination voie court;Geo Point
752;75003;RUE DE BEARN;RUE;DE BEARN;48.856584, 2.365912
755;75004;RUE BEAUBOURG;RUE;BEAUBOURG;48.862645, 2.354234
768;75011;CITE BEAUHARNAIS;CI;BEAUHARNAIS;48.853627, 2.389432
771;75001;PASSAGE DE BEAUJOLAIS;PAS;DE BEAUJOLAIS;48.866361, 2.337403
773;75001;RUE DE BEAUJOLAIS;RUE;DE BEAUJOLAIS;48.866171, 2.338406
775;75008;SQUARE BEAUJON;SQ;BEAUJON;48.875566, 2.311901
783;75014;RUE BEAUNIER;RUE;BEAUNIER;48.824443, 2.328497
793;75004;RUE BEAUTREILLIS;RUE;BEAUTREILLIS;48.853037, 2.363742
799;75012;RUE BECCARIA;RUE;BECCARIA;48.847543, 2.378946
805;75012;AVENUE DU BEL AIR;AV;DU BEL AIR;48.843218, 2.421843
822;75009;RUE DE BELLEFOND;RUE;DE BELLEFOND;48.877791, 2.347217
836;75013;RUE BELLIER DEDOUVRE;RUE;BELLIER DEDOUVRE;48.824614, 2.350525
860;75020;AVENUE BENOIT FRACHON;AV;BENOIT FRACHON;48.853221, 2.415376
873;75013;PONT DE BERCY;PO;DE BERCY;48.838023, 2.37481
876;75012;QUAI DE BERCY;QU;DE BERCY;48.832165, 2.383999
877;75012;RUE DE BERCY;RUE;DE BERCY;48.841871, 2.376821
884;75009;CITE BERGERE;CI;BERGERE;48.871895, 2.344243
894;75017;RUE BERNARD BUFFET;RUE;BERNARD BUFFET;48.891935, 2.31567
897;75014;RUE BERNARD DE VENTADOUR;RUE;B DE VENTADOUR;48.834956, 2.315813
900;75003;RUE BERNARD DE CLAIRVAUX;RUE;B DE CLAIRVAUX;48.862322, 2.352524
901;75008;RUE DE BERNE;RUE;DE BERNE;48.880951, 2.323172
902;75005;PLACE BERNARD HALPERN;PL;BERNARD HALPERN;48.840433, 2.350798
904;75017;PROMENADE BERNARD LAFAY;PRO;BERNARD LAFAY;48.884739, 2.285037
911;75008;CITE BERRYER;CI;BERRYER;48.869188, 2.32293
922;75005;RUE BERTHOLLET;RUE;BERTHOLLET;48.838982, 2.345751
927;75011;CITE BERTRAND;CI;BERTRAND;48.864211, 2.382033
933;75017;RUE BERZELIUS;RUE;BERZELIUS;48.893654, 2.319226
939;75017;RUE BESSIERES;RUE;BESSIERES;48.894844, 2.316003
949;75014;RUE BEZOUT;RUE;BEZOUT;48.828896, 2.330492
965;75020;RUE DE LA BIDASSOA;RUE;DE LA BIDASSOA;48.86656, 2.393151
966;75012;RUELLE BIDAULT;RLE;BIDAULT;48.844814, 2.381643
968;75018;CITE BIENAIME;CI;BIENAIME;48.897448, 2.335902
985;75017;RUE BIOT;RUE;BIOT;48.884348, 2.326105
987;75004;RUE DE BIRAGUE;RUE;DE BIRAGUE;48.854494, 2.365091
999;75017;RUE DE BIZERTE;RUE;DE BIZERTE;48.885106, 2.323308
1015;75020;RUE BLANCHARD;RUE;BLANCHARD;48.857545, 2.410388
1023;75004;RUE DES BLANCS MANTEAUX;RUE;BLANCS MANTEAUX;48.859251, 2.356475
3864;75001;ALLEE FEDERICO GARCIA LORCA;ALL;F GARCIA LORCA;
3865;75015;RUE FREMICOURT;RUE;FREMICOURT;48.847479, 2.298632
3866;75016;AVENUE FREMIET;AV;FREMIET;48.856548, 2.285069
3872;75015;BOULEVARD DES FRERES VOISIN;BD;FRERES VOISIN;48.827925, 2.270601
3877;75013;RUE DES FRERES D ASTIER DE LA VIGERIE;RUE;DE LA VIGERIE;48.823955, 2.362842
3878;75009;AVENUE FROCHOT;AV;FROCHOT;48.881547, 2.338097
3881;75014;RUE FROIDEVAUX;RUE;FROIDEVAUX;48.835949, 2.3278
3906;75009;PLACE GABRIEL KASPEREIT;PL;G KASPEREIT;48.880901, 2.337755
3907;75011;RUE GABY SYLVIA;RUE;GABY SYLVIA;48.858978, 2.370918
3916;75015;RUE GAGER GABILLOT;RUE;GAGER GABILLOT;48.837617, 2.306405
3923;75014;IMPASSE DE LA GAITE;IMP;DE LA GAITE;48.840486, 2.324714
3924;75014;RUE DE LA GAITE;RUE;DE LA GAITE;48.839811, 2.323682
3930;75015;BOULEVARD GALLIENI;BD;GALLIENI;48.83418, 2.267006
3938;75020;PASSAGE GAMBETTA;PAS;GAMBETTA;48.872458, 2.401803
3943;75013;RUE GANDON;RUE;GANDON;48.820864, 2.361017
3945;75007;RUE GASTON GALLIMARD;RUE;GASTON GALLIMARD;48.857135, 2.328706
3957;75019;RUE DE LA GARE;RUE;DE LA GARE;48.901087, 2.374237
3968;75019;QUAI DE LA GARONNE;QU;GARONNE;48.889649, 2.387546
3982;75016;CHALET DE LA GRANDE CASCADE;CHA;GRANDE CASCADE;48.863437, 2.249321
3985;75015;PLACE GENERAL MONCLAR;PL;GEN MONCLAR;48.833754, 2.309234
3989;75014;RUE GAUGUET;RUE;GAUGUET;48.826124, 2.334166
3999;75020;RUE DU GENERAL NIESSEL;RUE;GENERAL NIESSEL;48.848272, 2.409095
4000;75011;RUE GENERAL RENAULT;RUE;GENERAL RENAULT;48.861304, 2.378195
4014;75007;PLACE DU GENERAL GOURAUD;PL;GENERAL GOURAUD;48.857719, 2.300124
4016;75016;AVENUE DU GENERAL CLAVERY;AV;GENERAL CLAVERY;48.836036, 2.260243
4022;75016;AVENUE DU GENERAL DUBAIL;AV;GENERAL DUBAIL;48.853623, 2.271449
4023;75016;RUE DU GENERAL DELESTRAINT;RUE;GEN DELESTRAINT;48.841805, 2.25797
4024;75007;AVENUE DU GENERAL FERRIE;AV;GENERAL FERRIE;48.857074, 2.296785
4033;75012;AVENUE DU GENERAL LAPERRINE;AV;GEN LAPERRINE;48.834025, 2.407006
4035;75019;RUE DU GENERAL LASALLE;RUE;GENERAL LASALLE;48.874168, 2.380647
4038;75016;RUE DU GENERAL MALLETERRE;RUE;GEN MALLETERRE;48.836459, 2.262657
4042;75012;AVENUE DU GENERAL MESSIMY;AV;GENERAL MESSIMY;48.837418, 2.409692
4048;75019;AVENUE DU GENERAL SAN MARTIN;AV;GEN SAN MARTIN;48.878204, 2.379798
4051;75016;PLACE DU GENERAL STEFANIK;PL;GENERAL STEFANIK;48.839698, 2.256084
4054;75020;CITE DE GENES;CI;DE GENES;48.870602, 2.383207
4060;75020;RUE GEO CHAVEZ;RUE;GEO CHAVEZ;48.86518, 2.40726
4062;75004;RUE GEOFFROY L ANGEVIN;RUE;G L ANGEVIN;48.860669, 2.354126
4065;75005;RUE GEOFFROY SAINT HILAIRE;RUE;G SAINT HILAIRE;48.84105, 2.355991
4066;75008;AVENUE GENERAL EISENHOWER;AV;GEN EISENHOWER;48.867233, 2.311753
4070;75016;RUE GEORGE SAND;RUE;GEORGE SAND;48.849422, 2.268947
4076;75009;PLACE GEORGES BERRY;PL;GEORGES BERRY;48.87471, 2.328484
4089;75015;PLACE GEORGES MULOT;PL;GEORGES MULOT;48.846838, 2.31011
4107;75016;RUE GERARD PHILIPPE;RUE;GERARD PHILIPPE;48.865735, 2.269831
4108;75018;RUE GERARD DE NERVAL;RUE;GERARD DE NERVAL;48.899986, 2.334711
4116;75014;PASSAGE DE GERGOVIE;PAS;DE GERGOVIE;48.834173, 2.312861
4118;75019;RUE GEORGES AURIC;RUE;GEORGES AURIC;48.884941, 2.386219
4124;75003;SQUARE GEORGES CAIN;SQ;GEORGES CAIN;
4127;75017;RUE GERVEX;RUE;GERVEX;48.888141, 2.298256
4140;75013;JARDIN GEORGES DUHAMEL;JAR;GEORGES DUHAMEL;48.836128, 2.31246
4143;75015;RUE GEORGES DUMEZIL;RUE;GEORGES DUMEZIL;48.852554, 2.294753
4145;75016;RUE GIRODET;RUE;GIRODET;48.848351, 2.264009
4147;75019;QUAI DE LA GIRONDE;QU;DE LA GIRONDE;48.895079, 2.384002
4148;75012;RUE GEORGES ET MAØ POLITZER;RUE;G M POLITZER;48.842172, 2.391158
4157;75009;RUE GLUCK;RUE;GLUCK;48.872561, 2.332204
4158;75018;PROMENADE GEORGES ULMER;PRO;GEORGES ULMER;
4160;75013;BOULEVARD DU GENERAL JEAN SIMON;BD;GENERAL SIMON;48.825537, 2.38143
4173;75020;VILLA GODIN;VLA;GODIN;48.859132, 2.400625
4180;75019;PASSAGE GOIX;PAS;GOIX;48.884959, 2.366062
4197;75019;RUE GOUBET;RUE;GOUBET;48.885042, 2.390089
4227;75002;RUE DE GRAMONT;RUE;DE GRAMONT;48.870259, 2.336865
4231;75016;AVENUE DE LA GRANDE ARMEE;AV;GRANDE ARMEE;48.875802, 2.288449
4233;75001;VOIE GRAND BALCON;VO;GRAND BALCON;48.863738, 2.321482
4243;75011;RUE DU GRAND PRIEURE;RUE;DU GRAND PRIEURE;48.865493, 2.368765
4246;75006;RUE DES GRANDS AUGUSTINS;RUE;GRANDS AUGUSTINS;48.854408, 2.340711
4248;75020;RUE DES GRANDS CHAMPS;RUE;GRANDS CHAMPS;48.851188, 2.403974
4250;75005;RUE DES GRANDS DEGRES;RUE;GRANDS DEGRES;48.851321, 2.349789
4251;75013;RUE DES GRANDS MOULINS;RUE;GRANDS MOULINS;48.827823, 2.37717
4254;75009;RUE DE LA GRANGE BATELIERE;RUE;GRANGE BATELIERE;48.873108, 2.341812
4276;75006;RUE DE GRENELLE;RUE;DE GRENELLE;48.855013, 2.324571
4283;75004;RUE GRENIER SUR L EAU;RUE;GRENIER SUR EAU;48.855331, 2.355563
4286;75020;PLACE DES GRES;PL;DES GRES;48.859013, 2.405958
4295;75007;RUE DE GRIBEAUVAL;RUE;DE GRIBEAUVAL;48.85629, 2.32689
4298;75005;RUE DU GRIL;RUE;DU GRIL;48.841142, 2.354767
4313;75016;MARCHE GROS LA FONTAINE;MAR;GROS LA FONTAINE;48.851288, 2.276279
4314;75018;IMPASSE DE LA GROSSE BOUTEILLE;IMP;GROSSE BOUTEILLE;48.894808, 2.339504
4325;75020;RUE DE GUEBRIANT;RUE;DE GUEBRIANT;48.873117, 2.409342
4337;75017;RUE GUERSANT;RUE;GUERSANT;48.881356, 2.289396
4344;75020;RUE DU GUIGNIER;RUE;DU GUIGNIER;48.871482, 2.393395
4363;75007;AVENUE GUSTAVE EIFFEL;AV;GUSTAVE EIFFEL;48.857814, 2.295207
4368;75020;RUE GUSTAVE ET MARTIAL CAILLEBOTTE;RUE;CAILLEBOTTE;48.875811, 2.411711
4382;75015;RUE GUTENBERG;RUE;GUTENBERG;48.841295, 2.278681
4390;75012;BOULEVARD DE LA GUYANE;BD;DE LA GUYANE;48.838859, 2.413516
4404;75007;ESPLANADE HABIB BOURGUIBA;ESP;HABIB BOURGUIBA;48.852393, 2.31222
4407;75009;RUE HALEVY;RUE;HALEVY;48.87208, 2.33278
4413;75015;RUE DU HAMEAU;RUE;DU HAMEAU;48.834481, 2.288136
4415;75016;RUE AMIRAL HAMELIN;RUE;AMIRAL HAMELIN;48.867292, 2.292092
4418;75002;RUE DE HANOVRE;RUE;DE HANOVRE;48.870182, 2.334976
4421;75020;VILLA HARDY;VLA;HARDY;48.862465, 2.401247
4451;75019;RUE D HAUTPOUL;RUE;D HAUTPOUL;48.883831, 2.38765
4454;75009;PASSAGE DU HAVRE;PAS;DU HAVRE;48.875194, 2.327461
4455;75009;PLACE DU HAVRE;PL;DU HAVRE;48.875388, 2.3269
4456;75009;RUE DU HAVRE;RUE;DU HAVRE;48.874524, 2.326844
4459;75019;RUE HAXO;RUE;HAXO;48.875986, 2.402538
4461;75018;PLACE HEBERT;PL;HEBERT;48.893172, 2.3634
4463;75010;PASSAGE HEBRARD;PAS;HEBRARD;48.87298, 2.372576
4474;75017;RUE D HELIOPOLIS;RUE;D HELIOPOLIS;48.884924, 2.293973
4481;75013;RUE HENRI BECQUE;RUE;HENRI BECQUE;48.825226, 2.342431
4484;75008;PLACE HENRI BERGSON;PL;HENRI BERGSON;48.876177, 2.320523
4495;75016;RUE HENRY DE LA VAULX;RUE;H DE LA VAULX;48.835116, 2.258854
4501;75007;RUE HENRI MOISSAN;RUE;HENRI MOISSAN;48.862026, 2.3075
6304;75015;PONT MIRABEAU;PO;MIRABEAU;48.846614, 2.275674
6311;75011;PLACE MIREILLE HAVET;PL;MIREILLE HAVET;
6316;75016;RUE DE LA MISSION MARCHAND;RUE;MISSION MARCHAND;48.850037, 2.265717
6329;75014;PLACE MOHAMED BOUAZIZI;PL;MOHAMED BOUAZIZI;48.824819, 2.337878
6332;75016;AVENUE MOLIERE;AV;MOLIERE;48.843975, 2.262552
6355;75001;PASSAGE MONDETOUR;PAS;MONDETOUR;48.863072, 2.348039
6365;75020;PASSAGE MONPLAISIR;PAS;MONPLAISIR;48.86552, 2.385521
6368;75017;PLACE MONSEIGNEUR LOUTIL;PL;MGR LOUTIL;
6376;75008;AVENUE MONTAIGNE;AV;MONTAIGNE;48.866726, 2.305762
6380;75008;RUE MONTALIVET;RUE;MONTALIVET;48.871, 2.318715
6385;75014;PASSAGE MONTBRUN;PAS;MONTBRUN;48.828902, 2.329416
6401;75015;RUE DE MONTEBELLO;RUE;DE MONTEBELLO;48.829379, 2.302407
6423;75012;PASSAGE MONTGALLET;PAS;MONTGALLET;48.843958, 2.387859
6427;75013;JARDIN DE LA MONTGOLFIERE;JAR;MONTGOLFIERE;48.838911, 2.369806
6441;75002;BOULEVARD MONTMARTRE;BD;MONTMARTRE;48.871733, 2.341556
6442;75002;CITE MONTMARTRE;CI;MONTMARTRE;48.865919, 2.34428
6444;75002;RUE MONTMARTRE;RUE;MONTMARTRE;48.867454, 2.343918
6461;75001;PERISTYLE DE MONTPENSIER;PER;DE MONTPENSIER;48.864053, 2.336705
6474;75014;SQUARE DE MONTSOURIS;SQ;DE MONTSOURIS;48.823595, 2.334216
6485;75016;RUE MONY;RUE;MONY;48.866553, 2.27595
6491;75012;RUE MOREAU;RUE;MOREAU;48.849732, 2.372579
6494;75014;RUE MORERE;RUE;MORERE;48.824674, 2.321979
6502;75004;PONT MORLAND;PO;MORLAND;48.847054, 2.366246
6507;75009;RUE MORLOT;RUE;MORLOT;48.877262, 2.331093
6511;75014;PLACE DE MORO GIAFFERI;PL;DE MORO GIAFFERI;48.834146, 2.321909
6514;75020;MARCHE MORTIER;MAR;MORTIER;48.871011, 2.40868
6520;75019;RUE DE LA MOSELLE;RUE;DE LA MOSELLE;48.885135, 2.376255
6533;75013;JARDIN DU MOULIN DE LA POINTE;JAR;MOULIN LA POINTE;48.822792, 2.356559
6535;75014;RUE DU MOULIN DE LA VIERGE;RUE;MOULIN LA VIERGE;48.83301, 2.313715
6539;75013;PASSAGE DU MOULIN DES PRES;PAS;MOULIN DES PRES;48.829054, 2.353155
6547;75014;IMPASSE DU MOULIN VERT;IMP;DU MOULIN VERT;48.829322, 2.323798
6553;75020;RUE MOURAUD;RUE;MOURAUD;48.855651, 2.408135
6559;75004;RUE DE MOUSSY;RUE;DE MOUSSY;48.857682, 2.355639
6567;75016;SQUARE MOZART;SQ;MOZART;48.856645, 2.271159
6579;75016;VILLA MURAT;VLA;MURAT;48.838109, 2.262351
6582;75020;RUE DES MURIERS;RUE;DES MURIERS;48.864544, 2.3914
6583;75008;RUE MURILLO;RUE;MURILLO;48.877846, 2.307944
6592;75018;RUE MYRHA;RUE;MYRHA;48.886876, 2.35193
6605;75010;RUE DE NANCY;RUE;DE NANCY;48.872277, 2.358815
6609;75014;IMPASSE NANSOUTY;IMP;NANSOUTY;48.821721, 2.334073
6620;75003;PLACE NATHALIE LEMEL;PL;NATHALIE LEMEL;48.864829, 2.363103
6625;75012;PLACE DE LA NATION;PL;DE LA NATION;48.848261, 2.396714
6629;75013;PASSAGE NATIONAL;PAS;NATIONAL;48.823751, 2.369408
6630;75012;PONT NATIONAL;PO;NATIONAL;48.827923, 2.387118
6632;75013;IMPASSE NATIONALE;IMP;NATIONALE;48.825345, 2.367793
6644;75017;RUE NAVIER;RUE;NAVIER;48.895759, 2.3254
6657;75006;RUE DE NESLE;RUE;DE NESLE;48.855187, 2.339118
6659;75001;PONT NEUF;PO;NEUF;48.85703, 2.341276
6661;75016;AVENUE DE NEUILLY;AV;DE NEUILLY;48.87831, 2.28051
6664;75018;RUE NEUVE DE LA CHARDONNIERE;RUE;N CHARDONNIERE;48.895022, 2.348051
6679;75006;RUE DE NEVERS;RUE;DE NEVERS;48.855806, 2.33948
6682;75016;AVENUE DE NEW YORK;AV;DE NEW YORK;48.861206, 2.292304
6707;75017;SQUARE NICOLAY;SQ;NICOLAY;48.887736, 2.319218
6715;75017;VILLA NIEL;VLA;NIEL;48.881266, 2.295868
6717;75014;RUE NIEPCE;RUE;NIEPCE;48.834842, 2.318364
6725;75002;RUE DU NIL;RUE;DU NIL;48.867758, 2.347863
6731;75018;RUE NOBEL;RUE;NOBEL;48.890061, 2.341491
6768;75002;RUE NOTRE DAME DE BONNE NOUVELLE;RUE;N D B NOUVELLE;48.869835, 2.34972
6781;75002;RUE NOTRE DAME DES VICTOIRES;RUE;N D VICTOIRES;48.868248, 2.341786
6784;75019;AVENUE DU NOUVEAU CONSERVATOIRE;AV;NOUV CONSERVAT;48.888862, 2.390023
6800;75020;VILLA DES NYMPHEAS;VLA;DES NYMPHEAS;48.869658, 2.407779
6812;75001;RUE DE L OCULUS;RUE;OCULUS;48.861551, 2.340166
6816;75014;RUE D ODESSA;RUE;D ODESSA;48.842254, 2.324566
6819;75019;QUAI DE L OISE;QU;DE L OISE;48.890286, 2.382684
6820;75019;RUE DE L OISE;RUE;DE L OISE;48.890335, 2.382142
6828;75020;VILLA OLIVIER METRA;VLA;OLIVIER METRA;48.873363, 2.394224
6835;75010;PLACE DU ONZE NOVEMBRE 1918;PL;11-nov-18;48.877385, 2.349344
6837;75001;AVENUE DE L OPERA;AV;DE L OPERA;48.867413, 2.333713
6838;75009;PLACE DE L OPERA;PL;DE L OPERA;48.870899, 2.332196
6845;75018;RUE ORDENER;RUE;ORDENER;48.892164, 2.346276
6852;75003;PASSAGE DES ORGUES;PAS;DES ORGUES;48.868233, 2.358755
6854;75019;ALLEE DES ORGUES DE FLANDRE;ALL;ORGUES FLANDRE;48.8897, 2.374028
6892;75015;RUE D OUESSANT;RUE;D OUESSANT;48.850092, 2.297698
6906;75017;RUE PABLO NERUDA * LEVALLOIS PERRET;RUE;PABLO NERUDA 92;
6916;75016;RUE PAJOU;RUE;PAJOU;48.856841, 2.272963
6926;75006;RUE PALATINE;RUE;PALATINE;48.850707, 2.335106
6936;75018;RUE DE PANAMA;RUE;DE PANAMA;48.887732, 2.352397
6940;75002;PASSAGE DES PANORAMAS;PAS;DES PANORAMAS;48.871041, 2.341682
6943;75020;IMPASSE DES PANOYAUX;IMP;DES PANOYAUX;48.866163, 2.38503
6958;75010;CITE PARADIS;CI;PARADIS;48.875041, 2.349846
6977;75016;AVENUE DU PARC DES PRINCES;AV;PARC DES PRINCES;48.840965, 2.254517
6995;75012;RUE PARROT;RUE;PARROT;48.846889, 2.373617
7003;75003;RUE DU PAS DE LA MULE;RUE;PAS DE LA MULE;48.855902, 2.367536
7003;75004;RUE DU PAS DE LA MULE;RUE;PAS DE LA MULE;48.855902, 2.367536
7024;75013;RUE DE PATAY;RUE;DE PATAY;48.826316, 2.373441
7029;75005;RUE DES PATRIARCHES;RUE;DES PATRIARCHES;48.840887, 2.350671
7047;75012;RUE PAUL BELMONDO;RUE;PAUL BELMONDO;48.836118, 2.383121
7055;75013;RUE PAUL BOURGET;RUE;PAUL BOURGET;48.817834, 2.357672
7056;75008;RUE PAUL CEZANNE;RUE;PAUL CEZANNE;48.8742, 2.309043
7059;75006;PLACE PAUL CLAUDEL;PL;PAUL CLAUDEL;48.849081, 2.338813
7073;75015;AVENUE PAUL DEROULEDE;AV;PAUL DEROULEDE;48.850452, 2.299261
7091;75014;RUE PAUL FORT;RUE;PAUL FORT;48.8238, 2.329312
7099;75013;RUE PAULIN ENFERT;RUE;PAULIN ENFERT;48.818689, 2.362393
7106;75013;RUE PAUL KLEE;RUE;PAUL KLEE;48.838867, 2.371018
7120;75017;PLACE PAUL TORTELIER;PL;PAUL TORTELIER;48.891991, 2.303648
7128;75019;VILLA PAUL VERLAINE;VLA;PAUL VERLAINE;48.881578, 2.389392
7131;75014;RUE PAULY;RUE;PAULY;48.830545, 2.312823
7139;75017;AVENUE DES PAVILLONS;AV;DES PAVILLONS;48.88206, 2.287923
7154;75015;RUE PECLET;RUE;PECLET;48.842213, 2.299229
7160;75015;RUE PEGOUD;RUE;PEGOUD;48.835028, 2.266897
1698;75012;RUE DE CHAMBERTIN;RUE;DE CHAMBERTIN;48.84005, 2.380124
1699;75015;RUE DE CHAMBERY;RUE;DE CHAMBERY;48.831024, 2.303472
1701;75008;RUE CHAMBIGES;RUE;CHAMBIGES;48.866813, 2.303567
1711;75007;RUE DE CHAMPAGNY;RUE;DE CHAMPAGNY;48.857844, 2.318837
1724;75007;RUE CHAMPFLEURY;RUE;CHAMPFLEURY;48.854039, 2.297446
1732;75018;PASSAGE DU CHAMP MARIE;PAS;DU CHAMP MARIE;48.896242, 2.33737
1739;75008;ROND POINT CHAMPS ELYSEES MARCEL DASSAULT;R P;CH ELYSEES M DAS;48.869042, 2.309882
1768;75018;BOULEVARD DE LA CHAPELLE;BD;DE LA CHAPELLE;48.884378, 2.356896
1771;75018;PLACE DE LA CHAPELLE;PL;DE LA CHAPELLE;48.884898, 2.359641
9394;75006;RUE TOUSTAIN;RUE;TOUSTAIN;48.85213, 2.336739
9423;75008;RUE TREILHARD;RUE;TREILHARD;48.877033, 2.314197
9433;75009;CITE DE TREVISE;CI;DE TREVISE;48.87502, 2.346863
9442;75016;PLACE DU TROCADERO ET DU 11 NOVEMBRE;PL;TROCADERO 11 NO;48.863006, 2.287102
9447;75011;CITE DES TROIS BORNES;CI;DES TROIS BORNES;48.866856, 2.372051
9452;75011;COUR DES TROIS FRERES;CO;DES TROIS FRERES;48.866811, 2.373153
9472;75013;PASSAGE TRUBERT BELLIER;PAS;TRUBERT BELLIER;48.824476, 2.351144
9475;75009;SQUARE TRUDAINE;SQ;TRUDAINE;48.879699, 2.340412
9478;75011;IMPASSE TRUILLOT;IMP;TRUILLOT;48.860303, 2.374463
9538;75013;RUE ULYSSE TRELAT;RUE;ULYSSE TRELAT;
9539;75013;SQUARE ULYSSE TRELAT;SQ;ULYSSE TRELAT;
9578;75005;RUE DES URSULINES;RUE;DES URSULINES;48.842658, 2.342138
9607;75005;RUE DU VAL DE GRACE;RUE;DU VAL DE GRACE;48.841301, 2.339377
9608;75005;RUE DE VALENCE;RUE;DE VALENCE;48.838049, 2.350025
9615;75013;RUE VALERY LARBAUD;RUE;VALERY LARBAUD;48.836175, 2.374076
9616;75005;RUE VALETTE;RUE;VALETTE;48.84741, 2.346743
9617;75013;PLACE VALHUBERT;PL;VALHUBERT;48.84389, 2.364731
9618;75018;ALLEE VALENTIN ABEILLE;ALL;VALENTIN ABEILLE;
9630;75001;GALERIE DE VALOIS;GAL;DE VALOIS;48.864856, 2.338426
9631;75001;PASSAGE DE VALOIS;PAS;DE VALOIS;48.863268, 2.33809
9639;75014;RUE VANDAMME;RUE;VANDAMME;48.839554, 2.322899
9642;75013;RUE VANDREZANNE;RUE;VANDREZANNE;48.827727, 2.354628
9643;75008;AVENUE VAN DYCK;AV;VAN DYCK;48.878281, 2.305836
9647;75012;RUE VAN GOGH;RUE;VAN GOGH;48.844403, 2.372208
9654;75015;RUE VARET;RUE;VARET;48.840156, 2.281441
9681;75012;RUE DE LA VEGA;RUE;DE LA VEGA;48.838345, 2.405179
9683;75008;AVENUE VELASQUEZ;AV;VELASQUEZ;48.879909, 2.312779
9684;75013;SQUARE DU VELAY;SQ;DU VELAY;48.822982, 2.376233
9688;75012;SQUARE DE VENDEE;SQ;DE VENDEE;48.833149, 2.400138
9689;75001;COUR VENDOME;CO;VENDOME;48.867182, 2.328089
9696;75014;RUE VERCINGETORIX;RUE;VERCINGETORIX;48.833141, 2.312018
9699;75016;RUE VERDERET;RUE;VERDERET;48.847136, 2.268359
9705;75017;PLACE DE VERDUN;PL;DE VERDUN;48.878884, 2.280212
9708;75012;ALLEE DES VERGERS;ALL;VERGERS;48.833786, 2.396101
9710;75013;RUE VERGNIAUD;RUE;VERGNIAUD;48.826566, 2.345335
9714;75019;SQUARE DU VERMANDOIS;SQ;DU VERMANDOIS;48.881018, 2.39754
9716;75008;RUE VERNET;RUE;VERNET;48.871643, 2.2992
9728;75016;AVENUE DE VERSAILLES;AV;DE VERSAILLES;48.843576, 2.269834
9734;75003;RUE DES VERTUS;RUE;DES VERTUS;48.864302, 2.35784
9737;75005;RUE VESALE;RUE;VESALE;48.838107, 2.35292
9741;75015;RUE VIALA;RUE;VIALA;48.850332, 2.290397
9742;75011;PASSAGE VIALLET;PAS;VIALLET;48.856567, 2.381634
9760;75011;RUE VICTOR GELEZ;RUE;VICTOR GELEZ;48.864709, 2.382949
9763;75016;VILLA VICTOR HUGO;VLA;VICTOR HUGO;48.86768, 2.279388
9768;75016;SQUARE VICTORIEN SARDOU;SQ;VICTORIEN SARDOU;48.843191, 2.267533
9771;75009;RUE VICTOR MASSE;RUE;VICTOR MASSE;48.880807, 2.338263
9780;75008;RUE DE VIENNE;RUE;DE VIENNE;48.877513, 2.32219
9798;75016;GRANDE AV DE LA VILLA DE LA REUNION;GAV;VILLA REUNION;48.843062, 2.266711
9805;75017;RUE VILLEBOIS MAREUIL;RUE;V MAREUIL;48.879454, 2.293576
9806;75001;RUE VILLEDO;RUE;VILLEDO;48.866239, 2.336318
9812;75014;AVENUE VILLEMAIN;AV;VILLEMAIN;48.831857, 2.316739
9813;75002;RUE DE LA VILLE NEUVE;RUE;VILLE NEUVE;48.869878, 2.348613
9819;75017;AVENUE DE VILLIERS;AV;DE VILLIERS;48.883797, 2.304858
9824;75013;RUE DE VIMOUTIERS;RUE;VIMOUTIERS;48.831659, 2.370986
9825;75010;RUE DES VINAIGRIERS;RUE;DES VINAIGRIERS;48.873176, 2.361125
9831;75018;RUE VINCENT COMPOINT;RUE;VINCENT COMPOINT;48.89547, 2.338593
9833;75019;RUE VINCENT SCOTTO;RUE;VINCENT SCOTTO;48.885956, 2.37681
9836;75001;RUE DU VINGT NEUF JUILLET;RUE;DU 29 JUILLET;48.864941, 2.330465
9837;75009;RUE DE VINTIMILLE;RUE;DE VINTIMILLE;48.882315, 2.329045
9838;75014;PLACE DU VINGT CINQ AOUT 1944;PL;DU 25 AOUT 1944;48.822685, 2.32527
9840;75015;PLACE VIOLET;PL;VIOLET;48.844663, 2.290482
9841;75015;RUE VIOLET;RUE;VIOLET;48.847255, 2.292747
9848;75014;VILLA VIRGINIE;VLA;VIRGINIE;48.824258, 2.326754
9851;75007;PASSAGE DE LA VISITATION;PAS;DE LA VISITATION;48.856494, 2.323855
9855;75020;RUE VITRUVE;RUE;VITRUVE;48.85842, 2.405078
9858;75002;GALERIE VIVIENNE;GAL;VIVIENNE;48.866723, 2.339751
9873;75011;CITE VOLTAIRE;CI;VOLTAIRE;48.852661, 2.390245
9903;75008;AVENUE DE WAGRAM;AV;DE WAGRAM;48.87781, 2.297963
9906;75008;VILLA WAGRAM SAINT HONORE;VLA;WAGRAM ST HONORE;48.876996, 2.298586
9925;75013;RUE WATT;RUE;WATT;48.827537, 2.381123
9942;75016;RUE WEBER;RUE;WEBER;48.875066, 2.281844
9962;75013;RUE XAINTRAILLES;RUE;XAINTRAILLES;48.829645, 2.370438
9978;75017;BOULEVARD DE L YSER;BD;DE L YSER;48.885003, 2.287737
9985;75017;PLACE YVON ET CLAIRE MORANDAT;PL;Y ET C MORANDAT;48.875761, 2.289023
8374 ligne(s) sélectionnée(s).;;;;;
